decade,airplane_damage,month,make,model,nature,accident_country,phase,total_occupants,total_fatalities,total_survivors
1950,Destroyed,5,Douglas,DC-7B,Test,United States of America,En route ,4,4,0
1950,Destroyed,5,Douglas,R5D-3,Military,South Korea,Unknown ,5,5,0
1950,Destroyed,5,Douglas,SC-47D,Military,United States of America,En route ,7,7,0
1950,Destroyed,5,Douglas,VC-47D,Military,United States of America,Approach ,9,9,0
1950,Destroyed,5,Fairchild,C-119 Flying Boxcar,Military,United States of America,En route ,3,2,1
1950,Destroyed,5,Fairchild,C-119C-25-FA Flying Boxcar,Military,France,Approach ,6,6,0
1950,Destroyed,5,Fairchild,C-119G Flying Boxcar,Military,United States of America,En route ,3,2,1
1950,Destroyed,5,Fairchild,C-119G Flying Boxcar,Military,United States of America,Landing ,13,0,13
1950,Destroyed,5,Fairchild,C-82A-20-FA Packet,Agricultural,United States of America,Approach ,5,5,0
1950,Destroyed,5,Fairchild,C-82A-FA Packet,Military,France,En route ,36,36,0
1950,Destroyed,5,Grumman,SA-16A Albatross,Military,Japan,En route ,8,8,0
1950,Destroyed,5,Ilyushin,14,Domestic Scheduled Passenger,Russia,Approach ,50,50,0
1950,Destroyed,5,Ilyushin,14,International Scheduled Passenger,Denmark,Approach ,23,23,0
1950,Destroyed,5,Lat€÷co€—re,631,Ferry/positioning,Cameroon,En route ,16,16,0
1950,Destroyed,5,Lat€÷co€—re,631,Test,France,En route ,12,12,0
1950,Destroyed,5,Lisunov,Li-2,Military,Russia,Initial climb ,6,2,4
1950,Destroyed,5,Lisunov,Li-2P,Domestic Scheduled Passenger,Bulgaria,En route ,30,30,0
1950,Destroyed,5,Lockheed,14-WG3B Super Electra,Cargo,Austria,En route ,3,3,0
1950,Destroyed,5,Lockheed,L-049 Constellation,Domestic Scheduled Passenger,Brazil,En route ,51,51,0
1950,Destroyed,5,Lockheed,L-1049-54-80 Super Constellation,Domestic Scheduled Passenger,United States of America,En route ,70,70,0
1950,Destroyed,5,Lockheed,L-1049E-55 Super Constellation,International Scheduled Passenger,Atlantic Ocean,En route ,74,74,0
1950,Destroyed,5,Lockheed,L-1049G Super Constellation,International Scheduled Passenger,Brazil,Approach ,39,36,3
1950,Destroyed,5,Lockheed,L-1049H Super Constellation,Cargo,United States of America,Approach ,3,3,0
1950,Destroyed,5,Lockheed,L-188A Electra,Domestic Scheduled Passenger,United States of America,En route ,34,34,0
1950,Destroyed,5,Lockheed,L-749 Constellation,International Scheduled Passenger,France,En route ,48,48,0
1950,Destroyed,5,Lockheed,L-749 Constellation (C-121A),International Scheduled Passenger,Venezuela,En route ,25,25,0
1950,Destroyed,5,Lockheed,L-749A Constellation,Domestic Scheduled Passenger,France,En route ,42,42,0
1950,Destroyed,5,Lockheed,L-749A Constellation,Domestic Scheduled Passenger,Mexico,En route ,45,45,0
1950,Destroyed,5,Lockheed,L-749A Constellation,International Scheduled Passenger,Egypt,En route ,55,55,0
1950,Destroyed,5,Lockheed,WV-2 Super Constellation,Military,United States of America,Landing ,10,0,10
1950,Destroyed,5,Martin,2-0-2,Domestic Scheduled Passenger,Japan,En route ,37,37,0
1950,Destroyed,5,Martin,2-0-2,Domestic Scheduled Passenger,United States of America,Approach ,26,25,1
1950,Destroyed,5,Tupolev,104,Domestic Non Scheduled Passenger,Russia,En route ,80,80,0
1950,Destroyed,5,Vickers,610 Viking 1B,Cargo,Belgium,En route ,3,0,3
1950,Destroyed,5,Vickers,Valetta C.1,Military,Jordan,En route ,26,26,0
1950,Minor,5,Boeing,377 Stratocruiser 26-Oct,International Scheduled Passenger,Atlantic Ocean,En route ,27,1,26
1950,Minor,5,Douglas,DC-3 (C-47B-35-DL),Domestic Scheduled Passenger,Argentina,Landing ,13,0,13
1950,Minor,5,Douglas,DC-3-201B,Domestic Scheduled Passenger,United States of America,Approach ,20,0,20
1950,Minor,5,Douglas,DC-3A-269,Domestic Scheduled Passenger,United States of America,Landing ,9,0,9
1950,Minor,5,Douglas,DC-3C,Domestic Scheduled Passenger,United States of America,Approach ,24,0,24
1950,Minor,5,Douglas,DC-6,Domestic Scheduled Passenger,United States of America,Approach ,60,0,60
1950,Missing,5,Avro,685 York I,Cargo,Mediterranean Sea,En route ,5,5,0
1950,Missing,5,Avro,685 York I,Int'l Non Scheduled Passenger,Atlantic Ocean,En route ,39,39,0
1950,Missing,5,Boeing,C-97A Stratofreighter,Military,Atlantic Ocean,En route ,12,12,0
1950,Missing,5,Boeing,C-97A Stratofreighter,Military,Pacific Ocean,En route ,7,7,0
1950,Missing,5,Boeing,C-97C-35-BO Stratofreighter,Military,Pacific Ocean,En route ,67,67,0
1950,Missing,5,Douglas,C-47 (DC-3),Military,Colombia,En route ,4,4,0
1950,Missing,5,Douglas,C-47A-15-DK (DC-3),Cargo,Philippines,En route ,4,4,0
1950,Missing,5,Douglas,C-47A-75-DL,Military,Pacific Ocean,En route ,4,4,0
1950,Missing,5,Douglas,C-54A-10-DC,International Scheduled Passenger,United States of America,En route ,37,37,0
1950,Missing,5,Douglas,C-54D-15-DC,Military,Canada,En route ,44,44,0
1950,Missing,5,Fairchild,C-119C-18-FA Flying Boxcar,Military,United States of America,En route ,20,20,0
1950,Missing,5,Lockheed,R7V-1 Super Constellation,Military,Atlantic Ocean,En route ,42,42,0
1950,Missing,5,Martin,PBM-5 Mariner,Domestic Scheduled Passenger,Atlantic Ocean,En route ,36,36,0
1950,None,5,Curtiss,BT-32C Condor II,Domestic Scheduled Passenger,United States of America,En route ,22,0,22
1950,None,5,Curtiss,BT-32C Condor II,Ferry/positioning,South Korea,En route ,7,1,6
1950,None,5,Douglas,C-47 (DC-3),Domestic Scheduled Passenger,Italy,En route ,27,0,27
1950,None,5,Douglas,DC-3,Domestic Scheduled Passenger,Germany,En route ,0,0,0
1950,None,5,Douglas,DC-3,Domestic Scheduled Passenger,Switzerland,En route ,27,0,27
1950,None,5,Douglas,DC-3,Domestic Scheduled Passenger,United States of America,En route ,15,0,15
1950,None,5,Douglas,DC-6B,Domestic Scheduled Passenger,United States of America,Standing ,53,1,52
1950,None,5,Lisunov,Li-2,Domestic Scheduled Passenger,Hungary,En route ,19,1,18
1950,None,5,Lisunov,Li-2T,Domestic Scheduled Passenger,Germany,En route ,20,0,20
1950,None,5,Lockheed,L-049 Constellation,Domestic Scheduled Passenger,Argentina,En route ,44,0,44
1950,None,5,unknown,0,Domestic Scheduled Passenger,Austria,En route ,15,0,15
1950,None,5,unknown,0,Domestic Scheduled Passenger,Italy,En route ,27,0,27
1950,None,5,unknown,0,Unknown,Germany,En route ,5,0,5
1950,None,5,Vickers,Viscount,Domestic Scheduled Passenger,Mexico,En route ,13,0,13
1950,None,5,Vickers,Viscount,Domestic Scheduled Passenger,United States of America,En route ,40,0,40
1950,Substantial,5,Avro,685 York C.1,Unknown,Egypt,Landing ,0,0,0
1950,Substantial,5,Boeing,C-97 Stratofreighter,Military,United States of America,En route ,67,0,67
1950,Substantial,5,Breguet,SP-13A Atlantic,Test,United Kingdom,Takeoff ,0,0,0
1950,Substantial,5,Convair,CV-240-0,Domestic Scheduled Passenger,United States of America,Approach ,35,0,35
1950,Substantial,5,Convair,CV-240-0,Domestic Scheduled Passenger,United States of America,En route ,30,0,30
1950,Substantial,5,Convair,CV-240-1,Domestic Scheduled Passenger,United States of America,En route ,16,1,15
1950,Substantial,5,Convair,CV-240-23,Unknown,Indonesia,Unknown ,0,0,0
1950,Substantial,5,Convair,CV-240-4,International Scheduled Passenger,India,Approach ,40,0,40
1950,Substantial,5,Convair,CV-340,Domestic Scheduled Passenger,United States of America,En route ,27,0,27
1950,Substantial,5,Curtiss,C-46D-10-CU Commando,Domestic Scheduled Passenger,United States of America,Initial climb ,53,0,53
1950,Substantial,5,Curtiss,C-46D-10-CU Commando,Unknown,Venezuela,Approach ,0,0,0
1950,Substantial,5,Curtiss,C-46E-1-CS Commando,Passenger,Canada,En route ,48,0,48
1950,Substantial,5,Curtiss,C-46F Commando,Unknown,United States of America,Landing ,3,1,2
1950,Substantial,5,Curtiss,C-46F-1-CU Commando,Cargo,United States of America,Landing ,2,0,2
1950,Substantial,5,Douglas,C-47A-1-DK (DC-3),Cargo,Slovenia,En route ,4,1,3
1950,Substantial,5,Douglas,C-47A-20-DK,Cargo,Canada,Unknown ,4,0,4
1950,Substantial,5,Douglas,C-47A-25-DK,Domestic Scheduled Passenger,Philippines,Unknown ,0,0,0
1950,Substantial,5,Douglas,C-47A-25-DK,Illegal Flight,Brazil,Takeoff ,1,0,1
1950,Substantial,5,Douglas,C-47A-30-DK,Domestic Scheduled Passenger,Mexico,En route ,20,0,20
1950,Substantial,5,Douglas,C-47A-40-DL,Int'l Non Scheduled Passenger,Israel,En route ,28,3,25
1950,Substantial,5,Douglas,C-47A-70-DL (DC-3),Official state flight,Mexico,En route ,14,7,7
1950,Substantial,5,Douglas,C-47A-80-DL,Unknown,Indonesia,Unknown ,0,0,0
1950,Substantial,5,Douglas,C-47A-85-DL (DC-3),Cargo,Canada,Approach ,2,0,2
1950,Substantial,5,Douglas,C-47A-85-DL (DC-3),Scheduled Passenger,Argentina,Landing ,0,0,0
1950,Substantial,5,Douglas,C-47A-90-DL (DC-3),Domestic Non Scheduled Passenger,United States of America,En route ,28,10,18
1950,Substantial,5,Douglas,C-47-DL,Training,United States of America,En route ,2,0,2
1950,Substantial,5,Douglas,C-47-DL (DC-3),Domestic Scheduled Passenger,Australia,Initial climb ,27,0,27
1950,Substantial,5,Douglas,C-54A-DO,International Scheduled Passenger,Germany,Unknown ,17,0,17
1950,Substantial,5,Douglas,C-54B-1-DC,Int'l Non Scheduled Passenger,Saudi Arabia,Landing ,66,0,66
1950,Substantial,5,Douglas,DC-3,Passenger,Taiwan,En route ,10,2,8
1950,Substantial,5,Douglas,DC-3,Photo/air-to-air,United States of America,Maneuvering ,2,0,2
1950,Substantial,5,Douglas,DC-3-178,Domestic Scheduled Passenger,United States of America,Approach ,14,0,14
1950,Substantial,5,Douglas,DC-3A,Domestic Scheduled Passenger,Mexico,Unknown ,16,1,15
1950,Substantial,5,Douglas,DC-3A-453,Domestic Scheduled Passenger,United States of America,En route ,17,0,17
1950,Substantial,5,Douglas,DC-4-1009,Unknown,Australia,Landing ,0,0,0
1950,Substantial,5,Douglas,R4D-4 (DC-3),Military,North Pole,Landing ,0,0,0
1950,Substantial,5,Douglas,SC-47D,Military,United States of America,Takeoff ,1,1,0
1950,Substantial,5,Fairchild,F-27,Domestic Scheduled Passenger,Venezuela,Landing ,0,0,0
1950,Substantial,5,Fokker,F-27 Friendship 100,Unknown,Ethiopia,Takeoff ,0,0,0
1950,Substantial,5,Ford,5-AT-C Tri-Motor,Fire fighting,United States of America,Approach ,5,3,2
1950,Substantial,5,Grumman,G-73 Mallard,Unknown,United States of America,Landing ,3,1,2
1950,Substantial,5,Lisunov,Li-2,Domestic Non Scheduled Passenger,Russia,Landing ,10,0,10
1950,Substantial,5,Lockheed,L-749 Constellation,Domestic Scheduled Passenger,United States of America,Landing ,34,0,34
1950,Substantial,5,Lockheed,L-749A Constellation,Domestic Scheduled Passenger,United States of America,En route ,53,0,53
1950,Substantial,5,Martin,2-0-2,Domestic Scheduled Passenger,United States of America,Takeoff ,18,0,18
1950,Substantial,5,SNCASE,SE.2010 Armagnac,International Scheduled Passenger,France,Unknown ,95,0,95
1950,Substantial,5,Vickers,610 Viking 1B,International Scheduled Passenger,United Kingdom,En route ,32,0,32
1950,Substantial,5,Vickers,701 Viscount,International Scheduled Passenger,United Kingdom,Takeoff ,30,0,30
1950,Unknown,5,Douglas,C-47,Unknown,Germany,Unknown ,0,0,0
1950,Unknown,5,Douglas,DC-3,Domestic Scheduled Passenger,Cuba,En route ,60,1,59
1950,Unknown,5,Douglas,DC-3,Domestic Scheduled Passenger,North Korea,En route ,34,0,34
1950,Unknown,5,Douglas,DC-3,Unknown,Unknown country,Unknown ,14,0,14
1950,Unknown,5,Douglas,DC-6,Domestic Scheduled Passenger,United States of America,En route ,59,1,58
1960,Damaged beyond repair,5,Airspeed,AS.57 Ambassador 2,Cargo,United Kingdom,Approach ,8,6,2
1960,Damaged beyond repair,5,Airspeed,AS.57 Ambassador 2,Cargo,United Kingdom,Landing ,8,0,8
1960,Damaged beyond repair,5,Airspeed,AS.57 Ambassador 2,Int'l Non Scheduled Passenger,United Kingdom,Landing ,69,0,69
1960,Damaged beyond repair,5,Airspeed,AS.57 Ambassador 2,Training,United Kingdom,Landing ,2,0,2
1960,Damaged beyond repair,5,Antonov,0,Test,Ukraine,Takeoff ,0,0,0
1960,Damaged beyond repair,5,Antonov,10,Domestic Scheduled Passenger,Russia,Landing ,0,0,0
1960,Damaged beyond repair,5,Antonov,10,Training,Ukraine,Initial climb ,14,13,1
1960,Damaged beyond repair,5,Antonov,10,Unknown,Russia,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Agricultural,Russia,Maneuvering ,3,3,0
1960,Damaged beyond repair,5,Antonov,12,Cargo,Mexico,Approach ,10,10,0
1960,Damaged beyond repair,5,Antonov,12,Cargo,Russia,Approach ,23,23,0
1960,Damaged beyond repair,5,Antonov,12,Cargo,Russia,Initial climb ,6,6,0
1960,Damaged beyond repair,5,Antonov,12,Cargo,Russia,Taxi ,8,5,3
1960,Damaged beyond repair,5,Antonov,12,Domestic Scheduled Passenger,Kazakhstan,En route ,34,4,30
1960,Damaged beyond repair,5,Antonov,12,Domestic Scheduled Passenger,Russia,Approach ,14,14,0
1960,Damaged beyond repair,5,Antonov,12,Domestic Scheduled Passenger,Russia,En route ,13,2,11
1960,Damaged beyond repair,5,Antonov,12,Ferry/positioning,Russia,En route ,2,0,2
1960,Damaged beyond repair,5,Antonov,12,Illegal Flight,Russia,Maneuvering ,2,2,0
1960,Damaged beyond repair,5,Antonov,12,Military,Egypt,Standing ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Military,India,Landing ,2,2,0
1960,Damaged beyond repair,5,Antonov,12,Military,Indonesia,Unknown ,16,3,13
1960,Damaged beyond repair,5,Antonov,12,Military,Poland,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Military,Russia,Approach ,8,7,1
1960,Damaged beyond repair,5,Antonov,12,Military,Russia,Unknown ,21,20,1
1960,Damaged beyond repair,5,Antonov,12,Survey/research,Russia,Landing ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Training,Russia,Approach ,2,2,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Bulgaria,Unknown ,3,3,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Cuba,Unknown ,6,6,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Czech Republic,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Germany,Unknown ,2,2,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Romania,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Russia,Landing ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Russia,Takeoff ,0,0,0
1960,Damaged beyond repair,5,Antonov,12,Unknown,Russia,Unknown ,2,0,2
1960,Damaged beyond repair,5,Antonov,24,Unknown,Cuba,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,24,Unknown,Latvia,Approach ,0,0,0
1960,Damaged beyond repair,5,Antonov,24,Unknown,Russia,Takeoff ,0,0,0
1960,Damaged beyond repair,5,Antonov,28,-,Czech Republic,Standing ,1,1,0
1960,Damaged beyond repair,5,Antonov,28,Agricultural,Russia,En route ,1,1,0
1960,Damaged beyond repair,5,Antonov,28,Agricultural,Russia,Maneuvering ,6,5,1
1960,Damaged beyond repair,5,Antonov,28,Agricultural,Ukraine,Maneuvering ,2,2,0
1960,Damaged beyond repair,5,Antonov,28,Agricultural,Ukraine,Takeoff ,3,2,1
1960,Damaged beyond repair,5,Antonov,28,Cargo,Russia,En route ,6,5,1
1960,Damaged beyond repair,5,Antonov,28,Domestic Scheduled Passenger,Kyrgyzstan,En route ,14,14,0
1960,Damaged beyond repair,5,Antonov,28,Ferry/positioning,Ukraine,Unknown ,4,4,0
1960,Damaged beyond repair,5,Antonov,28,Illegal Flight,Belarus,En route ,5,5,0
1960,Damaged beyond repair,5,Antonov,28,Illegal Flight,Kazakhstan,Maneuvering ,7,7,0
1960,Damaged beyond repair,5,Antonov,28,Military,Germany,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,28,Military,Poland,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,28,Military,Unknown country,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,28,Survey/research,Russia,En route ,8,5,3
1960,Damaged beyond repair,5,Antonov,28,Unknown,Unknown country,Unknown ,0,0,0
1960,Damaged beyond repair,5,Antonov,24 ?,Domestic Scheduled Passenger,Egypt,Landing ,43,0,43
1960,Damaged beyond repair,5,Antonov,24 ?,Domestic Scheduled Passenger,Poland,Approach ,48,0,48
1960,Damaged beyond repair,5,Antonov,24 ?,Domestic Scheduled Passenger,Russia,Approach ,56,24,32
1960,Damaged beyond repair,5,Antonov,24 ?,International Scheduled Passenger,Egypt,Approach ,30,30,0
1960,Damaged beyond repair,5,Antonov,24 ?,International Scheduled Passenger,Mediterranean Sea,En route ,40,40,0
1960,Damaged beyond repair,5,Antonov,24 ?,Unknown,Russia,Approach ,0,0,0
1960,Damaged beyond repair,5,Antonov,24 ?,Unknown,Turkmenistan,En route ,0,0,0
1960,Damaged beyond repair,5,Armstrong,Whitworth AW.27 Ensign,Cargo,United States of America,En route ,3,0,3
1960,Damaged beyond repair,5,Armstrong,Whitworth AW-650 Argosy 222,Cargo,Italy,Approach ,2,0,2
1960,Damaged beyond repair,5,Armstrong,Whitworth AW-650 Argosy 222,Training,United Kingdom,Initial climb ,3,0,3
1960,Damaged beyond repair,5,Armstrong,Whitworth AW-660 Argosy C.1,Military,Libya,Landing ,11,11,0
1960,Damaged beyond repair,5,Avia,14,Domestic Scheduled Passenger,Czech Republic,Approach ,34,11,23
1960,Damaged beyond repair,5,Avia,14,Domestic Scheduled Passenger,Czech Republic,Initial climb ,40,11,29
1960,Damaged beyond repair,5,Avia,14,Military,Czech Republic,En route ,10,10,0
1960,Damaged beyond repair,5,Avia,14,Training,Czech Republic,Initial climb ,10,10,0
1960,Damaged beyond repair,5,Avia,14P,Domestic Scheduled Passenger,Georgia,En route ,32,32,0
1960,Damaged beyond repair,5,Aviation,Traders ATL-98 Carvair,Cargo,Pakistan,Initial climb ,6,4,2
1960,Damaged beyond repair,5,Aviation,Traders ATL-98 Carvair,Cargo,United States of America,Initial climb ,4,4,0
1960,Damaged beyond repair,5,Aviation,Traders ATL-98 Carvair,Non Scheduled Passenger,Canada,Approach ,38,0,38
1960,Damaged beyond repair,5,Avro,685 York C.1,Cargo,Iran,En route ,4,4,0
1960,Damaged beyond repair,5,Avro,685 York C.1,Cargo,Pakistan,Landing ,3,0,3
1960,Damaged beyond repair,5,Avro,685 York C.1,Unknown,Iran,Takeoff ,0,0,0
1960,Damaged beyond repair,5,Avro,685 York C.1,Unknown,Oman,Takeoff ,0,0,0
1960,Damaged beyond repair,5,Avro,691 Lancastrian C.2,International Scheduled Passenger,United Kingdom,Landing ,52,0,52
1960,Damaged beyond repair,5,Avro,748-105 Srs. 1,Domestic Scheduled Passenger,Argentina,Landing ,39,0,39
1960,Damaged beyond repair,5,Avro,Shackleton AEW.2,Military,Atlantic Ocean,En route ,8,8,0
1960,Damaged beyond repair,5,Avro,Shackleton AEW.2,Military,Indian Ocean,En route ,8,8,0
1960,Damaged beyond repair,5,Avro,Shackleton AEW.2,Military,Maldives,Landing ,0,0,0
1960,Damaged beyond repair,5,Avro,Shackleton AEW.2,Military,Maldives,Taxi ,0,0,0
1960,Damaged beyond repair,5,Avro,Shackleton AEW.2,Military,United Kingdom,En route ,26,26,0
1960,Damaged beyond repair,5,Avro,Shackleton AEW.2,Military,United Kingdom,Landing ,0,0,0
1960,Damaged beyond repair,5,Avro,Shackleton AEW.2,Military,United Kingdom,Takeoff ,0,0,0
1960,Damaged beyond repair,5,Baade,152,Test,United Kingdom,Maneuvering ,7,7,0
1960,Damaged beyond repair,5,BAC,One-Eleven,Domestic Scheduled Passenger,Philippines,Approach ,47,45,2
1960,Damaged beyond repair,5,BAC,One-Eleven 201AC,International Scheduled Passenger,Italy,Initial climb ,33,0,33
1960,Damaged beyond repair,5,BAC,One-Eleven 201AC,Training,United Kingdom,Landing ,5,0,5
1960,Damaged beyond repair,5,Beechcraft,300LW Super King Air,Domestic Non Scheduled Passenger,United States of America,Initial climb ,2,2,0
1960,Damaged beyond repair,5,Blackburn,Beverley C.1,Military,Bahrain,Standing ,0,0,0
1960,Damaged beyond repair,5,Blackburn,Beverley C.1,Military,Libya,Approach ,4,2,2
1960,Damaged beyond repair,5,Blackburn,Beverley C.1,Military,Malaysia,En route ,6,6,0
1960,Damaged beyond repair,5,Blackburn,Beverley C.1,Military,United Kingdom,Approach ,2,2,0
1960,Damaged beyond repair,5,Blackburn,Beverley C.1,Military,United Kingdom,Unknown ,0,0,0
1960,Damaged beyond repair,5,Blackburn,Beverley C.1,Military,Yemen,Taxi ,0,0,0
1960,Damaged beyond repair,5,Blackburn,Beverley C.1,Military,Yemen,Unknown ,7,7,0
1960,Damaged beyond repair,5,Boeing,707,Domestic Scheduled Passenger,United States of America,En route ,45,45,0
1960,Damaged beyond repair,5,Boeing,707,Domestic Scheduled Passenger,United States of America,Initial climb ,95,95,0
1960,Damaged beyond repair,5,Boeing,707,Domestic Scheduled Passenger,United States of America,Landing ,66,0,66
1960,Damaged beyond repair,5,Boeing,707,Domestic Scheduled Passenger,United States of America,Takeoff ,36,1,35
1960,Damaged beyond repair,5,Boeing,707,International Scheduled Passenger,Canada,Landing ,61,1,60
1960,Damaged beyond repair,5,Boeing,707-139,Domestic Scheduled Passenger,United States of America,Landing ,145,0,145
1960,Damaged beyond repair,5,Boeing,707-321B,International Scheduled Passenger,Venezuela,Approach ,51,51,0
1960,Damaged beyond repair,5,Boeing,707-321C,Cargo,United States of America,Takeoff ,3,3,0
1960,Damaged beyond repair,5,Boeing,707-321C,International Scheduled Passenger,India,Approach ,63,6,57
1960,Damaged beyond repair,5,Boeing,707-328,International Scheduled Passenger,Germany,Takeoff ,41,0,41
1960,Damaged beyond repair,5,Boeing,707-328,International Scheduled Passenger,Venezuela,En route ,62,62,0
1960,Damaged beyond repair,5,Boeing,707-329C,Cargo,Nigeria,Approach ,7,7,0
1960,Damaged beyond repair,5,Boeing,707-331,International Scheduled Passenger,Italy,Takeoff ,73,50,23
1960,Damaged beyond repair,5,Boeing,707-331C,Training,United States of America,Approach ,5,5,0
1960,Damaged beyond repair,5,Boeing,707-3B4C,-,Lebanon,Standing ,0,0,0
1960,Damaged beyond repair,5,Boeing,707-465,International Scheduled Passenger,United Kingdom,Initial climb ,127,5,122
1960,Damaged beyond repair,5,Boeing,720-030B,Training,Germany,Maneuvering ,3,3,0
1960,Damaged beyond repair,5,Boeing,720-060B,International Scheduled Passenger,Lebanon,Landing ,49,0,49
1960,Damaged beyond repair,5,Boeing,727-113C,International Scheduled Passenger,United Kingdom,Approach ,62,48,14
1960,Damaged beyond repair,5,Boeing,727-114,International Scheduled Passenger,Chile,Approach ,60,0,60
1960,Damaged beyond repair,5,Boeing,727-21,Cargo,Germany,Approach ,3,3,0
1960,Damaged beyond repair,5,Boeing,727-22,Domestic Scheduled Passenger,United States of America,Approach ,91,43,48
1960,Damaged beyond repair,5,Boeing,727-22,Domestic Scheduled Passenger,United States of America,En route ,109,109,0
1960,Damaged beyond repair,5,Boeing,727-22C,Cargo,United States of America,Takeoff ,3,0,3
1960,Damaged beyond repair,5,Boeing,727-22C,Domestic Scheduled Passenger,United States of America,En route ,38,38,0
1960,Damaged beyond repair,5,Boeing,727-59,Domestic Scheduled Passenger,Mexico,En route ,79,79,0
1960,Damaged beyond repair,5,Boeing,727-59,International Scheduled Passenger,Mexico,Approach ,118,27,91
1960,Damaged beyond repair,5,Boeing,C-135B,Military,Cuba,Approach ,7,7,0
1960,Damaged beyond repair,5,Boeing,C-97C-35-BO Stratofreighter,Cargo,Nigeria,Landing ,0,0,0
1960,Damaged beyond repair,5,Boeing,EC-135P,Military,United States of America,Landing ,0,0,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,Japan,Takeoff ,13,13,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,Micronesia,Standing ,0,0,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,Taiwan,En route ,6,6,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,Taiwan,Initial climb ,4,4,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,Thailand,Takeoff ,4,4,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,United States of America,Approach ,51,44,7
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,United States of America,En route ,4,4,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,United States of America,Initial climb ,11,11,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,United States of America,Landing ,17,1,16
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,United States of America,Standing ,0,0,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military,United States of America,Takeoff ,18,18,0
1960,Damaged beyond repair,5,Boeing,KC-135A-BN Stratotanker,Military training,United States of America,Approach ,4,1,3
1960,Damaged beyond repair,5,Boeing,KC-135R Stratotanker,Military,United States of America,Takeoff ,5,1,4
1960,Damaged beyond repair,5,Boeing,KC-97F-17-BO Stratofreighter,Military,Atlantic Ocean,En route ,14,2,12
1960,Damaged beyond repair,5,Boeing,KC-97G-23-BO Stratofreighter,Military,United States of America,Takeoff ,24,0,24
1960,Damaged beyond repair,5,Boeing,KC-97G-28-BO Stratofreighter,Military,United States of America,En route ,5,5,0
1960,Damaged beyond repair,5,Boeing,KC-97L Stratotanker,Military,United States of America,Approach ,11,4,7
1960,Damaged beyond repair,5,Boeing,RC-135S,Military,United States of America,Landing ,18,0,18
1960,Damaged beyond repair,5,Boeing,S.307 Stratoliner,Domestic Non Scheduled Passenger,Vietnam,En route ,28,0,28
1960,Damaged beyond repair,5,Boeing,SA.307 Stratoliner B-1,Int'l Non Scheduled Passenger,Vietnam,En route ,13,13,0
1960,Damaged beyond repair,5,Breguet,1150 Atlantic,Military,France,En route ,3,3,0
1960,Damaged beyond repair,5,Breguet,1150 Atlantic,Military,Norway,Unknown ,11,11,0
1960,Damaged beyond repair,5,Breguet,1150 Atlantic,Military,United Kingdom,Maneuvering ,5,5,0
1960,Damaged beyond repair,5,Breguet,SP-13A Atlantic,Training,Australia,Unknown ,4,0,4
1960,Damaged beyond repair,5,Breguet,SP-13A Atlantic,Unknown,United Kingdom,Landing ,0,0,0
1960,Damaged beyond repair,5,Bristol,170 Freighter 21,-,New Zealand,Standing ,0,0,0
1960,Damaged beyond repair,5,Bristol,170 Freighter 21,Cargo,Ireland,Initial climb ,2,2,0
1960,Damaged beyond repair,5,Bristol,170 Freighter 21,Scheduled Passenger,Spain,Landing ,0,0,0
1960,Damaged beyond repair,5,Bristol,170 Freighter 21,Unknown,Spain,Unknown ,0,0,0
1960,Damaged beyond repair,5,Bristol,170 Freighter 21E,Military,Unknown country,Unknown ,0,0,0
1960,Damaged beyond repair,5,Bristol,170 Freighter 31M,Domestic Scheduled Passenger,United Kingdom,Takeoff ,4,0,4
1960,Damaged beyond repair,5,Bristol,170 Freighter 31M,International Scheduled Passenger,United Kingdom,Approach ,10,2,8
