decade,airplane_damage,month,make,model,nature,accident_country,phase,total_occupants,total_fatalities,total_survivors
1900,Damaged beyond repair,3,Antonov,12,Military,Eritrea,Landing ,0,0,0
1900,Damaged beyond repair,3,Antonov,12,Military,Oman,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,12,Military,Russia,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,12,Military,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,12,Unknown,Russia,En route ,0,0,0
1900,Damaged beyond repair,3,Antonov,12,Unknown,Russia,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,26,0,Libya,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,26,Military,Russia,Landing ,0,0,0
1900,Damaged beyond repair,3,Antonov,26,Unknown,Russia,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,28,-,Poland,Standing ,0,0,0
1900,Damaged beyond repair,3,Antonov,28,Unknown,Poland,Standing ,0,0,0
1900,Damaged beyond repair,3,Antonov,28,Unknown,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,32,Military,India,Unknown ,0,0,0
1900,Damaged beyond repair,3,Antonov,24 ?,Military,Russia,Unknown ,0,0,0
1900,Damaged beyond repair,3,Avia,14,-,Bulgaria,Standing ,0,0,0
1900,Damaged beyond repair,3,Britten-Norman,BN-2A Islander,Unknown,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,Britten-Norman,BN-2A-21 Islander,Military,Mauritania,Unknown ,0,0,0
1900,Damaged beyond repair,3,Britten-Norman,BN-2A-21 Islander,Military,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,Britten-Norman,BN-2A-8 Islander,Unknown,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,Britten-Norman,BN-2A-8 Islander,Unknown,Unknown country,Unknown ,0,0,0
1900,Damaged beyond repair,3,Douglas,C-47A-80-DL (DC-3),Unknown,Brazil,Unknown ,0,0,0
1900,Damaged beyond repair,3,Fairchild,C-82A-15-FA Packet,Cargo,Honduras,Takeoff ,0,0,0
1900,Damaged beyond repair,3,Grumman,G-159 Gulfstream I,Unknown,Kenya,Landing ,0,0,0
1900,Damaged beyond repair,3,Ilyushin,14,Unknown,Antarctica,Takeoff ,0,0,0
1900,Damaged beyond repair,3,Ilyushin,62M,Unknown,Latvia,Taxi ,0,0,0
1900,Damaged beyond repair,3,Ilyushin,76M,Military,Russia,Landing ,0,0,0
1900,Damaged beyond repair,3,Ilyushin,76M,Military,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,IRMA/Britten-Norman,BN-2A-21 Islander,Unknown,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,IRMA/Britten-Norman,BN-2A-8 Islander,Unknown,Unknown,Unknown ,0,0,0
1900,Damaged beyond repair,3,Let,L-410T,Military,Libya,Unknown ,0,0,0
1900,Damaged beyond repair,3,Let,L-410UVP,Unknown,Honduras,Unknown ,0,0,0
1900,Damaged beyond repair,3,Super,Avia 14,Unknown,Bulgaria,Unknown ,0,0,0
1900,Substantial,3,Antonov,12,Unknown,Russia,Unknown ,0,0,0
1910,Destroyed,3,Caproni,Ca.48,Passenger,Italy,En route ,14,14,0
1920,Damaged beyond repair,4,Aeromarine,75,-,Cuba,Standing ,0,0,0
1920,Damaged beyond repair,4,Aeromarine,75,International Scheduled Passenger,Atlantic Ocean,En route ,9,4,5
1920,Damaged beyond repair,4,Bl€÷riot,155,International Scheduled Passenger,United Kingdom,En route ,22,11,11
1920,Damaged beyond repair,4,Caproni,Ca.60 Noviplano,Test,Italy,Initial climb ,1,0,1
1920,Damaged beyond repair,4,Curtiss,B-2 Condor (Condor 18),Military,United States of America,Unknown ,4,1,3
1920,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,International Scheduled Passenger,Iran,Landing ,5,3,2
1920,Damaged beyond repair,4,Dornier,Do 128-6 Turbo Skyservant,-,Italy,Standing ,0,0,0
1920,Damaged beyond repair,4,Farman,F.180T,-,France,Standing ,0,0,0
1920,Damaged beyond repair,4,Farman,F.60 Goliath,-,Belgium,Standing ,0,0,0
1920,Damaged beyond repair,4,Farman,F.60 Goliath,International Scheduled Passenger,France,En route ,11,11,0
1920,Damaged beyond repair,4,Farman,F.60 Goliath,International Scheduled Passenger,United Kingdom,En route ,15,3,12
1920,Damaged beyond repair,4,Farman,F.60 Goliath,International Scheduled Passenger,United Kingdom,Unknown ,6,3,3
1920,Damaged beyond repair,4,Farman,F.60 Goliath,Unknown,France,Unknown ,0,0,0
1920,Damaged beyond repair,4,Farman,F.60 Goliath,Unknown,United Kingdom,Landing ,0,0,0
1920,Damaged beyond repair,4,Farman,F.60 Goliath,Unknown,United Kingdom,Unknown ,0,0,0
1920,Damaged beyond repair,4,Farman,F.61 Goliath,Cargo,Atlantic Ocean,En route ,2,2,0
1920,Damaged beyond repair,4,Farman,F.61 Goliath,International Scheduled Passenger,Netherlands,Initial climb ,0,0,0
1920,Damaged beyond repair,4,Farman,F.63bis Goliath,Cargo,United Kingdom,En route ,2,0,2
1920,Damaged beyond repair,4,Farman,F.63bis Goliath,Unknown,Germany,Takeoff ,3,3,0
1920,Damaged beyond repair,4,Fokker,F.32,Demonstration,United States of America,Initial climb ,2,0,2
1920,Damaged beyond repair,4,Fokker,F.VIII,International Scheduled Passenger,Netherlands,En route ,11,0,11
1920,Damaged beyond repair,4,Fokker,F.VIII,International Scheduled Passenger,United Kingdom,En route ,11,1,10
1920,Damaged beyond repair,4,Ford,4-AT-A Tri-Motor,Cargo,United States of America,En route ,1,0,1
1920,Damaged beyond repair,4,Ford,4-AT-A Tri-Motor,Cargo,United States of America,Takeoff ,2,2,0
1920,Damaged beyond repair,4,Ford,4-AT-A Tri-Motor,Unknown,United States of America,Takeoff ,4,0,4
1920,Damaged beyond repair,4,Ford,4-AT-A Tri-Motor,Unknown,United States of America,Unknown ,3,0,3
1920,Damaged beyond repair,4,Ford,4-AT-B Tri-Motor,Domestic Non Scheduled Passenger,United States of America,Approach ,5,3,2
1920,Damaged beyond repair,4,Ford,4-AT-B Tri-Motor,Domestic Scheduled Passenger,United States of America,Initial climb ,15,14,1
1920,Damaged beyond repair,4,Ford,4-AT-B Tri-Motor,International Scheduled Passenger,United States of America,En route ,6,6,0
1920,Damaged beyond repair,4,Ford,4-AT-C Tri-Motor,Domestic Non Scheduled Passenger,United States of America,En route ,5,5,0
1920,Damaged beyond repair,4,Ford,5-AT-A Tri-Motor,Domestic Scheduled Passenger,United States of America,Takeoff ,8,1,7
1920,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Domestic Scheduled Passenger,United States of America,En route ,13,13,0
1920,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Test,United States of America,Landing ,4,4,0
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,-,India,Standing ,0,0,0
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,Demonstration,Sweden,En route ,2,0,2
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,Domestic Scheduled Passenger,South Africa,En route ,10,0,10
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,International Scheduled Passenger,France,Approach ,5,5,0
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,International Scheduled Passenger,France,En route ,9,0,9
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,International Scheduled Passenger,United Kingdom,En route ,25,7,18
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,International Scheduled Passenger,United Kingdom,Initial climb ,8,4,4
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,Unknown,France,Unknown ,0,0,0
1920,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,Unknown,Sudan,Unknown ,0,0,0
1920,Damaged beyond repair,4,Junkers,G.24,Unknown,Germany,Unknown ,0,0,0
1920,Damaged beyond repair,4,Junkers,G.24bi,0,Spain,Landing ,3,0,3
1920,Damaged beyond repair,4,Junkers,G.24bi,International Scheduled Passenger,United Kingdom,En route ,9,7,2
1920,Damaged beyond repair,4,Junkers,G.24li,International Scheduled Passenger,Germany,En route ,0,0,0
1920,Damaged beyond repair,4,Junkers,G.31de,Unknown,Germany,Unknown ,0,0,0
1920,Damaged beyond repair,4,Junkers,G.31fi,Domestic Scheduled Passenger,Germany,Unknown ,4,3,1
1920,Damaged beyond repair,4,Rohrbach,Ro X Romar I,Unknown,Germany,Unknown ,0,0,0
1920,Damaged beyond repair,4,Rohrbach,Ro X Romar I,Unknown,Unknown country,Takeoff ,0,0,0
1920,Damaged beyond repair,4,Sabca,(Handley Page) W.8B,Scheduled Passenger,Belgium,Unknown ,12,0,12
1920,Damaged beyond repair,4,Short,S.8/1 Calcutta,Domestic Scheduled Passenger,Italy,En route ,7,7,0
1920,Substantial,4,Farman,F.60 Goliath,Cargo,France,En route ,1,0,1
1920,Substantial,4,Farman,F.60 Goliath,International Scheduled Passenger,United Kingdom,En route ,7,0,7
1920,Substantial,4,Junkers,G.24bi,International Scheduled Passenger,France,En route ,0,0,0
1920,Unknown,4,Farman,F.60 Goliath,International Scheduled Passenger,France,En route ,0,0,0
1930,Damaged beyond repair,4,Antonov,0,International Scheduled Passenger,Egypt,Takeoff ,7,0,7
1930,Damaged beyond repair,4,Armstrong,Whitworth Argosy II,Training,United Kingdom,Takeoff ,0,0,0
1930,Damaged beyond repair,4,Armstrong,Whitworth AW.15 Atalanta,-,India,Standing ,0,0,0
1930,Damaged beyond repair,4,Armstrong,Whitworth AW.15 Atalanta,Unknown,Egypt,Unknown ,0,0,0
1930,Damaged beyond repair,4,Armstrong,Whitworth AW.15 Atalanta,Unknown,Kenya,Unknown ,4,4,0
1930,Damaged beyond repair,4,Boeing,787-8 Dreamliner,Domestic Scheduled Passenger,United States of America,En route ,8,0,8
1930,Damaged beyond repair,4,Boeing,S.307 Stratoliner,Test,United States of America,Maneuvering ,10,10,0
1930,Damaged beyond repair,4,CANT,Z.506,International Scheduled Passenger,Libya,Approach ,10,9,1
1930,Damaged beyond repair,4,CANT,Z.506,International Scheduled Passenger,Mediterranean Sea,En route ,14,14,0
1930,Damaged beyond repair,4,CANT,Z.506C,Unknown,Spain,Unknown ,0,0,0
1930,Damaged beyond repair,4,Consolidated,16 Commodore,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Consolidated,PBY-2 Catalina,Military,Pacific Ocean,Unknown ,0,0,0
1930,Damaged beyond repair,4,Consolidated,PBY-2 Catalina,Military,United States of America,En route ,13,10,3
1930,Damaged beyond repair,4,Consolidated,PBY-4 Catalina,Military,United States of America,Landing ,0,0,0
1930,Damaged beyond repair,4,Curtiss,AT-32A Condor II,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Curtiss,AT-32B Condor II,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Curtiss,AT-32B Condor II,Passenger,United States of America,Landing ,13,0,13
1930,Damaged beyond repair,4,Curtiss,AT-32B Condor II,Unknown,United States of America,Landing ,0,0,0
1930,Damaged beyond repair,4,Curtiss,AT-32C Condor II,Passenger,Germany,En route ,12,12,0
1930,Damaged beyond repair,4,Curtiss,AT-32D Condor II,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Curtiss,Condor 18,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Curtiss,Condor 18,Domestic Non Scheduled Passenger,United States of America,Initial climb ,6,1,5
1930,Damaged beyond repair,4,Curtiss,Condor 18,Test,United States of America,Maneuvering ,2,2,0
1930,Damaged beyond repair,4,Curtiss,Condor 18,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Curtiss,T-32 Condor II,Domestic Scheduled Passenger,United States of America,En route ,7,7,0
1930,Damaged beyond repair,4,Curtiss,T-32 Condor II,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Curtiss,T-32C Condor II,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Curtiss,T-32C Condor II,Domestic Scheduled Passenger,United States of America,En route ,4,0,4
1930,Damaged beyond repair,4,Curtiss,T-32C Condor II,Military,Chile,Unknown ,0,0,0
1930,Damaged beyond repair,4,Curtiss,T-32C Condor II,Passenger,Chile,Standing ,14,0,14
1930,Damaged beyond repair,4,Curtiss,YC-30 Condor II,Military,United States of America,Landing ,0,0,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Cargo,Indonesia,En route ,2,0,2
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Cargo,United Kingdom,Initial climb ,3,3,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Delivery,Australia,En route ,4,4,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Domestic Scheduled Passenger,Australia,En route ,16,16,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Domestic Scheduled Passenger,United Kingdom,Takeoff ,13,13,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,International Scheduled Passenger,Germany,En route ,3,3,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Military,United Kingdom,Landing ,0,0,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Passenger,Uganda,En route ,0,0,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Unknown,Austria,Unknown ,0,0,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Unknown,Egypt,Unknown ,0,0,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Unknown,Germany,En route ,2,2,0
1930,Damaged beyond repair,4,de Havilland Canada,DHC-8-202Q,Unknown,Thailand,Unknown ,0,0,0
1930,Damaged beyond repair,4,Dewoitine,D.338,International Scheduled Passenger,France,En route ,8,8,0
1930,Damaged beyond repair,4,Dewoitine,D.338,International Scheduled Passenger,Morocco,En route ,9,9,0
1930,Damaged beyond repair,4,Dornier,Do 128-6 Turbo Skyservant,0,Spain,En route ,0,0,0
1930,Damaged beyond repair,4,Douglas,C-33 (DC-2),Military,United States of America,Landing ,0,0,0
1930,Damaged beyond repair,4,Douglas,C-33 (DC-2),Military,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Douglas,DC-2-112,Domestic Scheduled Passenger,United States of America,Approach ,13,13,0
1930,Damaged beyond repair,4,Douglas,DC-2-112,Domestic Scheduled Passenger,United States of America,En route ,41,26,15
1930,Damaged beyond repair,4,Douglas,DC-2-112,Domestic Scheduled Passenger,United States of America,Landing ,9,4,5
1930,Damaged beyond repair,4,Douglas,DC-2-112,Domestic Scheduled Passenger,United States of America,Takeoff ,12,8,4
1930,Damaged beyond repair,4,Douglas,DC-2-112,Domestic Scheduled Passenger,United States of America,Unknown ,11,0,11
1930,Damaged beyond repair,4,Douglas,DC-2-112,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Douglas,DC-2-115B,International Scheduled Passenger,France,Approach ,17,5,12
1930,Damaged beyond repair,4,Douglas,DC-2-115B,International Scheduled Passenger,Switzerland,Takeoff ,0,0,0
1930,Damaged beyond repair,4,Douglas,DC-2-115D,International Scheduled Passenger,Bulgaria,En route ,6,6,0
1930,Damaged beyond repair,4,Douglas,DC-2-115E,International Scheduled Passenger,Switzerland,En route ,13,13,0
1930,Damaged beyond repair,4,Douglas,DC-2-115E,International Scheduled Passenger,United Kingdom,Initial climb ,17,15,2
1930,Damaged beyond repair,4,Douglas,DC-2-115E,Passenger,Iraq,Takeoff ,7,0,7
1930,Damaged beyond repair,4,Douglas,DC-2-115K,International Scheduled Passenger,Netherlands,Approach ,12,0,12
1930,Damaged beyond repair,4,Douglas,DC-2-115L,International Scheduled Passenger,Belgium,En route ,15,15,0
1930,Damaged beyond repair,4,Douglas,DC-2-115M,-,Spain,Standing ,0,0,0
1930,Damaged beyond repair,4,Douglas,DC-2-118A,Cargo,Argentina,En route ,3,3,0
1930,Damaged beyond repair,4,Douglas,DC-2-118A,Cargo,Chile,En route ,4,4,0
1930,Damaged beyond repair,4,Douglas,DC-2-118A,Unknown,China,Unknown ,0,0,0
1930,Damaged beyond repair,4,Douglas,DC-2-118B,Ferry/positioning,Guatemala,Unknown ,3,3,0
1930,Damaged beyond repair,4,Douglas,DC-2-120,Domestic Scheduled Passenger,United States of America,En route ,17,17,0
1930,Damaged beyond repair,4,Douglas,DC-2-152,International Scheduled Passenger,Romania,En route ,0,0,0
1930,Damaged beyond repair,4,Douglas,DC-2-172,Domestic Scheduled Passenger,United States of America,Approach ,15,0,15
1930,Damaged beyond repair,4,Douglas,DC-2-210,Domestic Scheduled Passenger,Australia,En route ,18,18,0
1930,Damaged beyond repair,4,Douglas,DC-2A-127,Unknown,United States of America,Unknown ,3,3,0
1930,Damaged beyond repair,4,Douglas,DC-3-194B,International Scheduled Passenger,Indonesia,Initial climb ,12,4,8
1930,Damaged beyond repair,4,Douglas,DC-3-194D,International Scheduled Passenger,Netherlands,Approach ,19,6,13
1930,Damaged beyond repair,4,Douglas,DC-3-228,International Scheduled Passenger,Argentina,Initial climb ,13,0,13
1930,Damaged beyond repair,4,Douglas,DC-3A-191,Domestic Scheduled Passenger,United States of America,En route ,7,5,2
1930,Damaged beyond repair,4,Douglas,DC-3A-197,Domestic Scheduled Passenger,United States of America,Approach ,11,11,0
1930,Damaged beyond repair,4,Douglas,DST-A-207A (DC-3),Domestic Scheduled Passenger,United States of America,En route ,10,10,0
1930,Damaged beyond repair,4,Fokker,F.IX,International Scheduled Passenger,Netherlands,Takeoff ,15,0,15
1930,Damaged beyond repair,4,Fokker,F.XXII,International Scheduled Passenger,Sweden,Takeoff ,13,1,12
1930,Damaged beyond repair,4,Ford,4-AT-. Tri-Motor,-,Honduras,Standing ,0,0,0
1930,Damaged beyond repair,4,Ford,4-AT-. Tri-Motor,Cargo,Guatemala,Unknown ,2,1,1
1930,Damaged beyond repair,4,Ford,4-AT-A Tri-Motor,Private,United States of America,Landing ,7,0,7
1930,Damaged beyond repair,4,Ford,4-AT-A Tri-Motor,Unknown,Argentina,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,4-AT-B Tri-Motor,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Ford,4-AT-B Tri-Motor,Domestic Non Scheduled Passenger,United States of America,Unknown ,13,7,6
1930,Damaged beyond repair,4,Ford,4-AT-B Tri-Motor,Executive,Nicaragua,En route ,3,3,0
1930,Damaged beyond repair,4,Ford,4-AT-B Tri-Motor,Unknown,United States of America,Unknown ,1,1,0
1930,Damaged beyond repair,4,Ford,4-AT-D Tri-Motor,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,4-AT-E Tri-Motor,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Ford,4-AT-E Tri-Motor,Cargo,United States of America,Landing ,0,0,0
1930,Damaged beyond repair,4,Ford,4-AT-E Tri-Motor,Domestic Non Scheduled Passenger,United States of America,En route ,12,3,9
1930,Damaged beyond repair,4,Ford,4-AT-E Tri-Motor,Domestic Scheduled Passenger,Cuba,En route ,8,4,4
1930,Damaged beyond repair,4,Ford,4-AT-E Tri-Motor,Ferry/positioning,United States of America,Takeoff ,2,1,1
1930,Damaged beyond repair,4,Ford,4-AT-E Tri-Motor,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-. Tri-Motor,Domestic Scheduled Passenger,Honduras,En route ,14,0,14
1930,Damaged beyond repair,4,Ford,5-AT-. Tri-Motor,Survey/research,Colombia,En route ,4,4,0
1930,Damaged beyond repair,4,Ford,5-AT-A Tri-Motor,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Cargo,United States of America,Landing ,2,2,0
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Domestic Scheduled Passenger,United States of America,En route ,5,5,0
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Domestic Scheduled Passenger,United States of America,Initial climb ,6,6,0
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Domestic Scheduled Passenger,United States of America,Takeoff ,15,1,14
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Int'l Non Scheduled Passenger,Mexico,En route ,14,14,0
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Passenger,United States of America,En route ,9,0,9
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Unknown,Honduras,En route ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Unknown,Nicaragua,En route ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-B Tri-Motor,Unknown,United States of America,Landing ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,-,China,Standing ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,-,United States of America,Standing ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Domestic Scheduled Passenger,Chile,Landing ,7,0,7
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Domestic Scheduled Passenger,Czech Republic,En route ,13,12,1
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Domestic Scheduled Passenger,United States of America,En route ,10,0,10
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Executive,India,En route ,4,0,4
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,International Scheduled Passenger,Argentina,En route ,10,6,4
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,International Scheduled Passenger,Chile,En route ,9,9,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,International Scheduled Passenger,Peru,Takeoff ,15,3,12
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,International Scheduled Passenger,United States of America,En route ,16,16,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Survey/research,United States of America,En route ,3,0,3
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Test,United States of America,Landing ,2,2,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Unknown,Argentina,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Unknown,Chile,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Unknown,Colombia,En route ,2,2,0
1930,Damaged beyond repair,4,Ford,5-AT-C Tri-Motor,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-D Tri-Motor,Cargo,Bolivia,Unknown ,2,2,0
1930,Damaged beyond repair,4,Ford,5-AT-D Tri-Motor,Cargo,China,En route ,2,0,2
1930,Damaged beyond repair,4,Ford,5-AT-D Tri-Motor,Cargo,United States of America,Takeoff ,3,2,1
1930,Damaged beyond repair,4,Ford,5-AT-D Tri-Motor,Domestic Scheduled Passenger,China,En route ,6,0,6
1930,Damaged beyond repair,4,Ford,5-AT-D Tri-Motor,Test,Peru,Approach ,2,0,2
1930,Damaged beyond repair,4,Ford,5-AT-D Tri-Motor,Unknown,United States of America,Landing ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-D Tri-Motor,Unknown,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,5-AT-DS Tri-Motor,Survey/research,Colombia,Approach ,6,0,6
1930,Damaged beyond repair,4,Ford,C-4A (5-AT-D) Tri-Motor,Military,United States of America,Takeoff ,0,0,0
1930,Damaged beyond repair,4,Ford,JR-3 (5-AT-C) Tri-Motor,Military,Nicaragua,Landing ,1,0,1
1930,Damaged beyond repair,4,Ford,JR-3 (5-AT-C) Tri-Motor,Military,United States of America,Unknown ,0,0,0
1930,Damaged beyond repair,4,Ford,XB-906 (Tri-Motor),Test,United States of America,Maneuvering ,2,2,0
1930,Damaged beyond repair,4,HAL/Dornier,228-201,-,Pakistan,Standing ,0,0,0
1930,Damaged beyond repair,4,HAL/Dornier,228-201,Unknown,United Kingdom,Landing ,0,0,0
1930,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,International Scheduled Passenger,France,Initial climb ,6,3,3
1930,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,Unknown,Papua New Guinea,En route ,0,0,0
1930,Damaged beyond repair,4,Handley,Page HPR-7 Herald 214,Unknown,United Kingdom,En route ,4,4,0
1930,Damaged beyond repair,4,Junkers,F.24k2ay (G.24),Cargo,Poland,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,F.24kay (G.24),Test,Germany,En route ,2,2,0
1930,Damaged beyond repair,4,Junkers,G.24,0,Brazil,Unknown ,1,1,0
1930,Damaged beyond repair,4,Junkers,G.24,Passenger,Brazil,En route ,8,1,7
1930,Damaged beyond repair,4,Junkers,G.24,Unknown,Brazil,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,G.24me,-,Sweden,Standing ,0,0,0
1930,Damaged beyond repair,4,Junkers,G.24me,Cargo,Netherlands,En route ,4,4,0
1930,Damaged beyond repair,4,Junkers,G.38di,Test,Germany,Takeoff ,1,0,1
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,-,China,Standing ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,International Scheduled Passenger,Gibraltar,En route ,10,10,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,Military,Colombia,En route ,19,13,6
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,Military,Germany,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,Passenger,France,En route ,6,6,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,Passenger,Switzerland,En route ,5,3,2
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,Unknown,Austria,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,Unknown,China,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3m,Unknown,Germany,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mce,Cargo,Bolivia,En route ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mce,Domestic Scheduled Passenger,Bolivia,En route ,13,13,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mfe,Domestic Scheduled Passenger,Brazil,Takeoff ,9,9,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mfe,Unknown,Germany,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mfe,Unknown,United Kingdom,Takeoff ,3,3,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mg3e,Domestic Scheduled Passenger,Brazil,En route ,18,18,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mg3e,Military,Germany,Unknown ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Cargo,Belgium,Approach ,3,3,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Cargo,Germany,En route ,5,5,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Domestic Scheduled Passenger,Brazil,En route ,10,10,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Domestic Scheduled Passenger,Brazil,Takeoff ,17,6,11
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Domestic Scheduled Passenger,China,En route ,0,0,0
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Domestic Scheduled Passenger,Ecuador,Landing ,5,0,5
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Domestic Scheduled Passenger,Germany,Approach ,16,4,12
1930,Damaged beyond repair,4,Junkers,Ju-52/3mge,Domestic Scheduled Passenger,Germany,En route ,26,22,4
